epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.2086,0.1402,3.2362,0.4833,0.001000
2,2.2998,0.6882,1.8960,0.7069,0.000999
3,1.1452,0.8922,1.2871,0.8186,0.000996
4,0.6257,0.9647,1.0048,0.8441,0.000991
5,0.3872,0.9843,0.8486,0.8569,0.000984
6,0.2661,0.9882,0.7573,0.8735,0.000976
7,0.1907,0.9961,0.6948,0.8735,0.000965
8,0.1395,0.9980,0.6521,0.8775,0.000952
9,0.1069,0.9990,0.6090,0.8853,0.000938
10,0.0905,1.0000,0.5926,0.8892,0.000922
11,0.0755,1.0000,0.5682,0.8882,0.000905
12,0.0645,1.0000,0.5517,0.8961,0.000885
13,0.0553,1.0000,0.5316,0.8951,0.000864
14,0.0479,1.0000,0.5202,0.8931,0.000842
15,0.0431,1.0000,0.5106,0.8961,0.000819
16,0.0387,1.0000,0.4897,0.9000,0.000794
17,0.0354,1.0000,0.4819,0.8971,0.000768
18,0.0324,1.0000,0.4744,0.9029,0.000741
19,0.0295,1.0000,0.4666,0.9059,0.000713
20,0.0280,1.0000,0.4614,0.9039,0.000684
21,0.0257,1.0000,0.4541,0.9078,0.000655
22,0.0236,1.0000,0.4537,0.9049,0.000624
23,0.0231,1.0000,0.4508,0.9010,0.000594
24,0.0217,1.0000,0.4407,0.9078,0.000563
25,0.0204,1.0000,0.4430,0.9020,0.000531
26,0.0190,1.0000,0.4341,0.9059,0.000500
27,0.0181,1.0000,0.4383,0.9039,0.000469
28,0.0177,1.0000,0.4308,0.9078,0.000437
29,0.0177,1.0000,0.4296,0.9108,0.000406
30,0.0163,1.0000,0.4242,0.9088,0.000376
31,0.0162,1.0000,0.4228,0.9088,0.000345
32,0.0156,1.0000,0.4226,0.9069,0.000316
33,0.0146,1.0000,0.4211,0.9059,0.000287
34,0.0143,1.0000,0.4180,0.9069,0.000259
35,0.0145,1.0000,0.4184,0.9069,0.000232
36,0.0143,1.0000,0.4159,0.9069,0.000206
37,0.0135,1.0000,0.4165,0.9069,0.000181
38,0.0143,1.0000,0.4156,0.9069,0.000158
39,0.0136,1.0000,0.4123,0.9108,0.000136
40,0.0135,1.0000,0.4128,0.9088,0.000115
41,0.0134,1.0000,0.4139,0.9088,0.000095
42,0.0131,1.0000,0.4138,0.9098,0.000078
43,0.0129,1.0000,0.4141,0.9078,0.000062
44,0.0129,1.0000,0.4142,0.9088,0.000048
45,0.0127,1.0000,0.4142,0.9088,0.000035
46,0.0128,1.0000,0.4137,0.9088,0.000024
47,0.0124,1.0000,0.4135,0.9088,0.000016
48,0.0131,1.0000,0.4133,0.9088,0.000009
49,0.0128,1.0000,0.4132,0.9088,0.000004
50,0.0126,1.0000,0.4132,0.9088,0.000001
